MRCAT_XAFS V0.3 Datafile
"11Feb_Cu8.001" created at APS 10ID on Wed Mar  2 08:21:55 2011
Ring energy= 7.00 GeV
E0= 8979.00
NUM_REGIONS= 1
SRB= 8800
SRSS= 0.3
SPP= 0.1
Settling time= 0


Offsets= 13246.00 11305.00 10392.00 13242.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 6.00 6.00 7.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
transmission, Cu foil Ref
GB-562S
Cu EXAFS at RT As received in Air
------------------------------------------------------------------------------------------------
   energy     mcs3     mcs4     mcs5     mcs6    mcs10 
 9297.1076  47540 95340 22530 -10 992340
 9297.4057  47410 95090 22470 -10 992380
 9297.7039  47390 95050 22450 -10 992760
 9298.0021  47290 94880 22420 -10 993150
 9298.3003  47280 94870 22420 -10 993440
 9298.5985  47340 95010 22440 -10 993540
 9298.8968  47260 94860 22430 -10 993490
 9299.1764  47150 94660 22370 -10 993570
 9299.456   47060 94450 22320 -30 993760
 9299.7543  47110 94610 22370 -10 994060
 9300.0526  47000 94400 22330 -10 994230
 9300.351   46840 94090 22260 -10 994100
 9300.6493  46550 93540 22140 -20 994060
 9300.9477  46280 92990 22020 -10 994230
 9301.2461  46270 93010 22030 0 994300
 9301.5445  46590 93630 22190 -10 994340
 9301.843   46790 94080 22310 -10 994250
 9302.1414  46770 94030 22320 -20 994000
 9302.4399  46820 94170 22360 0 994010
 9302.7384  46730 94000 22330 -10 994240
 9303.0183  46750 94050 22370 -20 994160
 9303.2981  46760 94100 22400 -10 994160
 9303.5967  46800 94180 22430 0 994400
 9303.8953  46820 94250 22470 -20 994650
 9304.1939  46780 94160 22460 0 994900
 9304.4925  46740 94130 22480 -20 994970
 9304.7911  46560 93760 22400 0 994890
 9305.0898  46610 93890 22450 -10 994930
 9305.3884  46650 93970 22500 -20 994920
 9305.6685  46580 93850 22480 0 994900
 9305.9485  46570 93840 22500 -10 994820
 9306.2472  46330 93370 22420 -10 994510
 9306.546   46510 93770 22530 -10 994440
 9306.8447  46510 93770 22550 -10 994650
 9307.1435  46520 93820 22590 -20 994860
 9307.4423  46580 93950 22650 -10 995130
 9307.7225  46450 93700 22610 0 995380
 9308.0213  46450 93710 22630 -20 995460
 9308.3389  46360 93560 22620 -10 995430
 9308.6377  46480 93810 22700 -10 995220
 9308.918   46430 93730 22710 0 995150
 9309.1982  46380 93660 22710 -20 995080
 9309.4971  46310 93510 22700 -10 994910
 9309.7961  46280 93490 22720 -10 994980
 9310.0951  46290 93510 22750 -10 995020
 9310.3941  46230 93410 22750 -10 994980
 9310.6931  46130 93230 22730 -10 995170
 9310.9921  46070 93120 22730 -20 995280
 9311.2912  45900 92780 22670 0 995400
 9311.5903  45780 92550 22630 -10 995630
 9311.8894  45990 93010 22780 -20 995870
 9312.1698  45900 92830 22750 -10 996110
 9312.4502  46070 93200 22860 -10 996410
 9312.7494  46380 93820 23040 -10 996590
 9313.0486  46370 93850 23080 -10 996570
 9313.3478  46270 93650 23040 -10 996450
 9313.647   46230 93600 23060 -10 996530
 9313.9462  46240 93640 23090 -10 996610
 9314.2455  46270 93700 23140 -10 996580
 9314.526   46120 93410 23090 -10 996320
 9314.8066  46190 93590 23150 -10 996060
 9315.1059  46060 93340 23130 -20 995850
 9315.4053  46190 93600 23210 0 995920
 9315.7046  46170 93600 23230 -10 996010
 9316.004   46120 93500 23240 -10 996120
 9316.3034  46100 93490 23260 -10 996250
 9316.6028  46070 93430 23270 -10 996540
 9316.9022  45940 93210 23240 -10 997100
 9317.1829  46000 93340 23300 -10 997460
 9317.4637  46000 93340 23330 -10 997690
 9317.7632  46010 93400 23350 -10 997710
 9318.0627  45960 93310 23370 -10 997770
 9318.3622  45910 93210 23350 -10 997960
 9318.6617  45950 93340 23410 -10 998260
 9318.9613  45860 93160 23390 -10 998270
 9319.2609  45850 93160 23400 -10 998310
 9319.5605  45820 93110 23420 -10 998200
 9319.8601  45890 93290 23480 -10 998040
 9320.1597  45860 93220 23490 -10 997950
 9320.4594  45780 93080 23470 -10 998070
 9320.7591  45670 92880 23430 -20 997930
 9321.0401  45700 92940 23460 -10 997820
 9321.321   45660 92910 23480 -10 997910
 9321.6208  45680 92950 23500 -10 998110
 9321.9205  45720 93040 23540 0 998190
 9322.2203  45700 93020 23540 -20 998480
 9322.5201  45570 92750 23490 0 998620
 9322.8199  45430 92510 23440 -20 998430
 9323.1198  45530 92740 23510 0 998140
 9323.4196  45690 93070 23600 -20 997980
 9323.7195  45720 93160 23640 -10 997710
 9324.0007  45790 93290 23690 -10 997330
 9324.2818  45660 93050 23630 -10 997170
 9324.5818  45510 92760 23560 -10 996990
 9324.8817  45450 92660 23540 -10 997000
 9325.1817  45380 92530 23520 -10 996970
 9325.4817  45470 92750 23570 -10 996990
 9325.7817  45450 92690 23570 -10 997250
 9326.0817  45420 92690 23570 -20 997580
 9326.363   45460 92750 23600 -10 997990
 9326.6631  45280 92420 23520 -10 998390
 9326.9819  45440 92760 23600 -10 998610
 9327.2633  45450 92800 23620 -10 998770
 9327.5447  45450 92820 23630 -10 998950
 9327.8448  45300 92520 23550 -10 999040
 9328.145   45440 92820 23630 -10 999150
 9328.4452  45480 92940 23670 -10 999340
 9328.7454  45430 92840 23640 -10 999600
 9329.0456  45460 92930 23670 -10 999410
 9329.3458  45320 92650 23600 -10 999400
 9329.6273  45400 92840 23660 -10 999470
 9329.9089  45480 93020 23700 -10 999490
 9330.2092  45560 93190 23760 -10 999570
 9330.5095  45520 93160 23760 -10 999700
 9330.8098  45500 93110 23740 -10 999960
 9331.1102  45420 92970 23720 -10 999990
 9331.4106  45460 93060 23750 -10 1000000
 9331.711   45370 92900 23710 -10 999990
 9332.0114  45290 92760 23680 -10 999990
 9332.2931  45390 92990 23750 -20 1000000
 9332.5935  45250 92700 23690 -10 999990
 9332.894   45180 92570 23660 -10 999990
 9333.1945  45600 93480 23910 -10 1000000
 9333.495   45690 93660 23970 -10 999990
 9333.7768  45860 94030 24070 -10 999990
 9334.0773  45820 93960 24060 -10 1000000
 9334.3779  45700 93750 24030 -10 999990
 9334.6785  45820 93990 24100 -10 999990
 9334.9791  45830 94030 24120 -10 1000000
 9335.2798  45740 93880 24100 -20 999990
 9335.5804  45780 93980 24140 -10 999990
 9335.8811  45800 94020 24160 -10 1000000
 9336.1818  45870 94180 24230 -10 999990
 9336.4637  45770 94010 24190 -10 999990
 9336.7645  45590 93650 24120 -20 1000000
 9337.0652  45690 93880 24200 0 999990
 9337.3472  45570 93630 24160 -10 999990
 9337.648   45530 93590 24170 -20 1000000
 9337.9488  45370 93270 24100 -10 999990
 9338.2496  45420 93420 24170 -10 999990
 9338.5505  45580 93730 24270 -10 1000000
 9338.8514  45500 93610 24250 -10 999990
 9339.1523  45500 93620 24290 -10 999990
 9339.4344  45480 93590 24290 -10 1000000
 9339.7165  45440 93550 24310 -20 999990
 9340.0174  45410 93500 24320 0 999990
 9340.3184  45310 93300 24290 -10 1000000
 9340.6194  45280 93270 24310 -20 999990
 9340.9204  45340 93420 24360 0 999990
 9341.2214  45330 93400 24390 -10 1000000
 9341.5225  45330 93420 24410 -10 999990
 9341.8047  45310 93400 24430 -10 999990
 9342.1058  45150 93080 24370 -10 1000000
 9342.4069  45110 93030 24370 -20 999990
 9342.6893  45060 92930 24380 -10 999990
 9342.9904  45160 93170 24460 -10 999580
 9343.2916  45100 93070 24440 -10 999250
 9343.5928  45120 93110 24490 -10 999190
 9343.894   45120 93130 24500 -10 999050
 9344.1952  45030 92970 24470 -10 998850
 9344.4776  45020 92970 24490 -10 998870
 9344.7789  45230 93430 24630 -10 998960
 9345.0802  45210 93400 24640 -10 998990
 9345.3626  45200 93390 24650 -10 999160
 9345.6639  45250 93520 24700 -10 999320
 9345.9653  45230 93490 24690 -10 999360
 9346.2667  45070 93170 24630 -10 999610
 9346.568   45300 93690 24770 -10 999790
 9346.8694  45240 93570 24750 -10 999780
 9347.1709  45230 93570 24740 -10 999830
 9347.4723  45300 93740 24800 -10 999990
 9347.7738  45250 93640 24770 -20 999790
 9348.0752  45130 93420 24720 -10 999690
 9348.3579  45070 93320 24690 -10 999480
 9348.6594  45090 93390 24700 -10 999290
 9348.961   45050 93320 24690 -10 999190
 9349.2437  45110 93450 24720 -10 999170
 9349.5453  45090 93420 24710 -10 999370
 9349.8469  45020 93290 24670 -10 999570
 9350.1485  45020 93330 24680 -10 999330
 9350.4501  44970 93240 24650 -20 999310
 9350.7518  44830 92950 24570 -10 999370
 9351.0535  45100 93530 24720 -10 999420
 9351.3363  45140 93650 24750 -10 999360
 9351.6192  45130 93630 24740 -10 999090
 9351.9209  45120 93640 24730 -10 998830
 9352.2226  45040 93480 24690 -10 998680
 9352.5244  45160 93770 24770 -20 998550
 9352.8262  45100 93640 24730 0 998410
 9353.128   45090 93670 24730 -20 998140
 9353.4299  45120 93740 24740 -10 997880
 9353.7317  45160 93850 24780 -10 997800
 9354.0147  45050 93630 24720 -10 997730
 9354.2978  45100 93740 24750 -10 997630
 9354.6185  45090 93760 24760 -10 997720
 9354.9205  45030 93640 24720 -10 997850
 9355.2036  45030 93680 24730 -10 997970
 9355.5055  45020 93660 24720 -10 998170
 9355.8075  45020 93670 24730 -10 998300
 9356.1095  45060 93800 24780 -10 998350
 9356.4116  44960 93590 24720 -10 998440
 9356.7136  44890 93460 24680 -10 998460
 9357.0157  45010 93740 24770 -10 998570
 9357.3178  45090 93910 24810 -10 998560
 9357.601   45190 94140 24860 -10 998460
 9357.8843  45090 93960 24830 -20 998190
 9358.2053  45040 93850 24790 0 998180
 9358.5075  44800 93380 24680 -10 998380
 9358.7908  45030 93890 24800 -20 998610
 9359.093   45160 94170 24870 -10 998990
 9359.3952  45150 94180 24890 -10 999290
 9359.6975  44980 93840 24790 -10 999390
 9359.9997  45080 94050 24830 -10 999430
 9360.302   45340 94620 25000 -10 999130
 9360.6043  45170 94290 24910 -10 998870
 9360.8878  45280 94530 24970 -10 998640
 9361.1712  45320 94630 24990 -10 998470
 9361.4736  45380 94770 25030 -10 998460
 9361.776   45280 94580 24980 -10 998690
 9362.0784  45290 94640 24980 -10 998940
 9362.3808  45270 94580 24980 -10 999040
 9362.6833  45190 94470 24940 -10 999020
 9362.9857  45270 94640 24980 -10 998950
 9363.2882  45010 94110 24840 -10 998840
 9363.5907  45310 94760 25010 -10 998630
 9363.8743  45380 94930 25050 -10 998570
 9364.158   45250 94670 24980 -10 998500
 9364.4605  45270 94740 25000 -20 998410
 9364.7631  45280 94760 25000 -10 998400
 9365.0657  45230 94680 24980 -10 998350
 9365.3683  45290 94840 25020 0 997910
 9365.671   45290 94830 25010 -10 997670
 9365.9737  45270 94830 25010 -10 997920
 9366.2574  45120 94520 24920 -10 998120
 9366.5412  45220 94750 24990 -10 998240
 9366.8628  45080 94490 24920 -20 998350
 9367.1656  45120 94560 24930 -10 998300
 9367.4494  45250 94870 25010 -10 998120
 9367.7522  45160 94720 24970 -10 997860
 9368.055   45000 94370 24880 -10 997540
 9368.3578  45220 94870 25000 -10 997310
 9368.6607  45420 95290 25120 -10 997180
 9368.9635  45400 95290 25120 0 997040
 9369.2475  45380 95250 25100 -20 996870
 9369.5504  45290 95080 25060 -10 996830
 9369.8533  45260 95040 25040 -10 996710
 9370.1373  45190 94910 25010 -10 996960
 9370.4403  45110 94750 24960 -10 997310
 9370.7433  45230 95040 25030 -10 997430
 9371.0463  45260 95100 25060 -10 997520
 9371.3493  45310 95230 25080 -10 997650
 9371.6523  45260 95150 25050 -10 997910
 9371.9554  45250 95150 25060 -10 998170
 9372.2585  45250 95170 25060 -10 998410
 9372.5426  45240 95150 25050 -10 998600
 9372.8268  45380 95470 25130 -10 998440
 9373.1489  45370 95480 25140 -10 998340
 9373.471   45280 95300 25090 -10 998490
 9373.7552  45240 95230 25060 -10 998620
 9374.0395  45190 95130 25050 -10 998790
 9374.3427  45260 95310 25080 -10 998800
 9374.6459  45240 95270 25080 -10 998840
 9374.9492  45230 95280 25080 -10 998970
 9375.2525  45220 95260 25070 -10 999070
 9375.5558  45160 95170 25040 -10 999170
 9375.8401  45120 95070 25020 -10 999230
 9376.1245  44940 94750 24930 -10 999200
 9376.4279  44960 94790 24940 -10 999180
 9376.7312  44910 94700 24900 -20 999260
 9377.0346  44930 94760 24930 -10 998990
 9377.3381  44970 94880 24950 -10 998940
 9377.6415  44820 94570 24880 -10 999130
 9377.9449  44710 94370 24810 -10 999390
 9378.2484  44600 94130 24760 -10 999600
 9378.5519  44440 93820 24670 -10 999790
 9378.8554  44120 93170 24500 -10 1000000
 9379.14    44380 93720 24650 -20 999990
 9379.4436  44220 93420 24570 -10 999990
 9379.7471  44410 93830 24660 -10 1000000
 9380.0318  44210 93410 24570 -10 999420
 9380.3354  44010 93010 24450 -10 999080
 9380.639   44180 93390 24540 -10 998980
 9380.9427  46110 97450 25620 -10 998850
 9381.2274  48500 102530 26950 -10 998700
 9381.5121  49710 105110 27630 -10 998710
 9381.8348  50040 105840 27830 -20 998840
 9382.1385  50080 105920 27840 -10 998930
 9382.4233  50020 105830 27810 -10 998760
 9382.746   49990 105780 27820 -10 998480
 9383.0498  49940 105690 27780 -10 998230
 9383.3347  49880 105590 27750 -20 998100
 9383.6385  49800 105440 27710 -10 997830
 9383.9423  49810 105480 27720 -10 997660
 9384.2462  49710 105280 27670 -10 997730
 9384.5501  49590 105050 27600 -10 998000
 9384.854   49510 104910 27560 -20 998400
 9385.158   49580 105060 27610 -10 998800
 9385.4429  49450 104820 27540 -10 998990
 9385.7279  49590 105120 27620 -10 999330
 9386.0319  49520 105000 27580 -20 999670
 9386.3359  49430 104830 27550 0 999850
 9386.6399  49440 104870 27550 -20 999920
 9386.944   49440 104890 27560 -10 1000000
 9387.2481  49310 104640 27500 -10 999950
 9387.5522  49260 104550 27470 -10 999840
 9387.8373  49190 104410 27440 -10 999960
 9388.1224  49150 104340 27420 -20 999990
 9388.4265  49160 104400 27450 -10 999990
 9388.7307  49110 104290 27410 -10 1000000
 9389.0349  49170 104450 27460 -10 999990
 9389.3391  49140 104390 27440 -10 999990
 9389.6433  49090 104320 27420 -10 1000000
 9389.9476  49010 104150 27390 -10 999990
 9390.2519  49010 104200 27400 -10 999400
 9390.5562  48990 104180 27380 -20 999070
 9390.8415  48940 104070 27370 -10 999060
 9391.1458  48910 104030 27350 -10 999140
 9391.4501  48860 103950 27340 -10 999200
 9391.7545  48900 104050 27360 -20 999390
 9392.0589  48920 104110 27390 -10 999620
 9392.3443  48860 104010 27360 -10 999750
 9392.6487  48770 103840 27330 -10 999710
 9392.9532  48760 103820 27310 -10 999820
 9393.2576  48710 103770 27310 -20 999780
 9393.5621  48750 103830 27320 -10 999510
 9393.8666  48650 103670 27280 -10 999450
 9394.1712  48630 103620 27270 -10 999510
 9394.4757  48600 103570 27270 -10 999470
 9394.7613  48580 103580 27280 -10 999490
 9395.0468  48590 103590 27270 -10 999510
 9395.3514  48650 103750 27320 -10 999640
 9395.6561  48590 103640 27290 -10 999640
 9395.9607  48570 103600 27280 -20 999500
 9396.2654  48500 103490 27250 -10 999460
 9396.5701  48460 103410 27250 -10 999480
 9396.8748  48350 103210 27190 -10 999390
 9397.1795  48410 103330 27220 -10 999420
 9397.4843  48320 103170 27200 -10 999330
 9397.77    48320 103200 27190 -20 999150
 9398.0748  48380 103360 27240 -10 998810
 9398.3796  48330 103250 27220 -10 998420
 9398.6654  48270 103150 27210 -10 998320
 9398.9702  48240 103110 27200 -20 998310
 9399.2751  48270 103190 27210 -10 998310
 9399.58    48270 103180 27230 -10 998290
 9399.8849  48250 103200 27230 -20 998370
 9400.1898  48240 103180 27240 0 998320
 9400.4948  48140 102970 27190 -20 998180
 9400.7998  48040 102800 27140 -10 997990
 9401.1048  48060 102840 27170 -10 997840
 9401.3907  48100 102980 27210 -10 997790
 9401.6767  48110 102990 27220 -20 997760
 9401.9817  48010 102800 27170 -10 997570
 9402.2868  48070 102940 27230 -10 997320
 9402.5919  48080 102980 27240 -20 997280
 9402.897   47930 102680 27180 0 997110
 9403.2021  47890 102620 27150 -20 996910
 9403.5073  47830 102500 27140 -10 996990
 9403.7934  47790 102440 27140 -10 997000
 9404.0795  47870 102620 27190 -10 996890
 9404.3847  47810 102500 27170 -20 996900
 9404.6899  47800 102520 27190 -10 997050
 9404.9952  47730 102370 27160 -10 997150
 9405.3005  47800 102550 27220 -10 997100
 9405.6058  47830 102640 27250 -10 997080
 9405.892   47750 102480 27230 -10 996830
 9406.1973  47690 102350 27200 -10 996790
 9406.5217  47610 102220 27180 -20 996700
 9406.8271  47700 102420 27250 -10 996950
 9407.1134  47650 102340 27250 -10 997100
 9407.3997  47630 102300 27250 -10 997090
 9407.7052  47600 102270 27250 -20 997110
 9408.0106  47550 102170 27240 -10 997150
 9408.3161  47560 102220 27270 -10 997080
 9408.6216  47530 102170 27270 -20 997010
 9408.9271  47530 102190 27290 -10 996870
 9409.2326  47510 102180 27300 -10 996860
 9409.5382  47530 102220 27320 -10 996960
 9409.8247  47530 102250 27360 -20 997020
 9410.1303  47460 102100 27320 0 997210
 9410.455   47360 101900 27290 -20 997350
 9410.7415  47430 102060 27340 -10 997380
 9411.0281  47390 102010 27350 -10 997570
 9411.3337  47350 101940 27350 0 997630
 9411.6394  47330 101910 27350 -20 997450
 9411.9451  47330 101920 27380 0 997420
 9412.2509  47340 101960 27410 -20 997320
 9412.5566  47290 101900 27410 -10 997310
 9412.8624  47250 101800 27400 -10 997300
 9413.1491  47180 101680 27380 -10 997370
 9413.4549  47170 101680 27400 -10 997330
 9413.7798  47230 101800 27460 -10 997280
 9414.0666  47130 101640 27430 -10 997220
 9414.3533  47130 101640 27460 -10 997170
 9414.6592  47140 101670 27490 -10 996980
 9414.9651  47130 101680 27500 -10 996790
 9415.2711  47080 101590 27500 -10 996440
 9415.577   47040 101530 27490 -10 996140
 9415.883   47070 101590 27530 -10 996090
 9416.189   47060 101600 27550 -10 996050
 9416.495   47020 101530 27560 -10 996030
 9416.7819  46990 101480 27550 -20 996170
 9417.0688  47100 101750 27640 -10 996080
 9417.3749  46950 101440 27580 -10 996000
 9417.681   46910 101350 27570 -10 995980
 9417.9871  46780 101100 27530 -10 996080
 9418.2933  46860 101290 27590 -10 996290
 9418.5994  46870 101320 27620 -10 996610
 9418.9056  46930 101490 27680 -10 996670
 9419.2118  46880 101380 27660 -10 996580
 9419.4989  46850 101350 27660 -10 996760
 9419.8051  46800 101270 27670 -10 996960
 9420.1113  46740 101130 27640 -20 996960
 9420.3985  46780 101240 27690 -10 997020
 9420.7048  46720 101140 27680 -10 997250
 9421.0111  46700 101090 27670 -10 997190
 9421.3174  46790 101330 27760 -10 997210
 9421.6238  46750 101240 27750 -10 997270
 9421.9302  46720 101200 27750 -20 997480
 9422.2174  46630 101030 27720 0 997460
 9422.5047  46590 100980 27710 -10 997380
 9422.8303  46600 100980 27730 -10 997350
 9423.1559  46560 100940 27720 -10 997280
 9423.4432  46510 100830 27710 -10 997240
 9423.7305  46580 101010 27760 -10 997160
 9424.0371  46490 100840 27730 -10 997380
 9424.3436  46540 100950 27770 -10 997420
 9424.6501  46380 100630 27680 -10 997550
 9424.9376  46480 100840 27760 -10 997710
 9425.2442  46430 100790 27750 -20 997790
 9425.5699  46460 100850 27790 -10 997850
 9425.8574  46480 100930 27810 -10 997950
 9426.1641  46500 100970 27830 -10 998050
 9426.4708  46470 100930 27820 -10 998050
 9426.7583  46440 100890 27820 -10 998150
 9427.065   46400 100800 27810 -10 998280
 9427.3717  46340 100690 27780 -10 998330
 9427.6785  46210 100420 27720 -10 998130
 9427.9853  46300 100650 27780 -10 997890
 9428.2921  46280 100630 27790 -20 997740
 9428.5989  46280 100630 27800 -10 997720
 9428.8866  46340 100780 27830 -10 997740
 9429.1742  46210 100520 27780 -10 997620
 9429.4811  46240 100600 27800 -10 997470
 9429.788   46250 100660 27820 -10 997360
 9430.0949  46240 100630 27810 -20 997380
 9430.4019  46180 100540 27810 -10 997360
 9430.7088  46160 100500 27790 -10 997370
 9431.0158  46210 100650 27840 -10 997630
 9431.3228  43470 94690 26200 -10 997740
 9431.6299  49970 108870 30130 -20 997890
 9431.9369  50930 110970 30720 -10 998120
 9432.2248  51050 111250 30800 -10 998330
 9432.5127  51070 111300 30830 -20 998410
 9432.8198  50930 111030 30750 -10 998250
 9433.1269  50870 110900 30720 -10 998010
 9433.434   50840 110880 30720 -10 997680
 9433.7412  50900 111030 30770 -20 997480
 9434.0484  50850 110920 30740 -10 997510
 9434.3556  50800 110850 30730 -10 997580
 9434.6628  50850 110960 30770 -10 997760
 9434.97    50830 110960 30760 -20 997840
 9435.2581  50800 110900 30770 -10 997760
 9435.5654  50780 110890 30760 -20 997920
 9435.8727  50810 110980 30790 -10 998140
 9436.1608  50820 111020 30810 -10 998180
 9436.4682  50820 111020 30820 -10 998250
 9436.7755  50770 110960 30810 -20 998300
 9437.0829  50690 110770 30770 -10 998110
 9437.3903  50620 110650 30730 -10 998050
 9437.6977  50500 110420 30670 -20 998110
 9438.0052  50450 110310 30660 -10 998220
 9438.3127  50400 110230 30640 -20 998320
 9438.6009  50530 110530 30730 0 998420
 9438.8892  50630 110780 30810 -20 998470
 9439.1967  50560 110630 30760 -10 998380
 9439.5043  50570 110680 30800 -20 998270
 9439.8118  50470 110480 30740 -10 997920
 9440.1194  50500 110560 30770 -10 997430
 9440.427   50490 110560 30780 -20 996990
 9440.7347  50440 110480 30770 -10 996790
 9441.0423  50470 110550 30800 -10 996650
 9441.35    50480 110580 30810 -10 996600
 9441.6577  50470 110600 30830 -10 996550
 9441.9462  50490 110660 30850 -10 996500
 9442.2347  50330 110320 30770 -10 996580
 9442.5424  50420 110560 30840 -10 996790
 9442.8502  50360 110420 30810 -20 996850
 9443.158   50310 110350 30810 -10 996940
 9443.4658  50360 110490 30850 -10 997010
 9443.7736  50360 110490 30860 -10 997170
 9444.0815  50280 110360 30830 -20 997220
 9444.3701  50230 110250 30820 -10 997170
 9444.678   50160 110120 30780 -10 997000
 9444.9859  50230 110310 30850 -10 996740
 9445.2746  50130 110080 30800 -20 996550
 9445.5825  50230 110330 30880 -10 996280
 9445.8905  50190 110270 30870 -10 995910
 9446.1985  50100 110060 30830 -10 995600
 9446.5065  50120 110170 30870 -10 995430
 9446.8146  50080 110050 30850 -20 995200
 9447.1226  50000 109950 30830 -10 995210
 9447.4307  50050 110030 30870 -10 995080
 9447.7388  50110 110200 30930 -10 994950
 9448.0469  50040 110070 30900 -20 994740
 9448.3358  50060 110150 30940 -10 994640
 9448.6247  50090 110210 30970 -10 994620
 9448.9328  49950 109930 30890 -20 994670
 9449.241   49930 109900 30910 -10 994580
 9449.5493  49900 109860 30910 -10 994340
 9449.8575  49880 109820 30910 -10 994430
 9450.1658  50000 110120 31000 -20 994770
 9450.4548  49950 110040 31000 -10 995120
 9450.7438  49880 109880 30960 -10 995580
 9451.0521  49880 109920 30990 -20 995780
 9451.3604  49800 109770 30960 0 995860
 9451.6688  49800 109770 30980 -20 996090
 9451.9772  49880 109970 31040 -10 996420
 9452.2856  49810 109840 31030 -10 996550
 9452.594   49820 109860 31050 -10 996700
 9452.9024  49840 109940 31080 -20 996860
 9453.1916  49780 109820 31060 -10 996750
 9453.5001  49670 109620 31030 -10 996580
 9453.8279  49670 109620 31030 -20 996510
 9454.1171  49680 109670 31060 -10 996510
 9454.4064  49650 109610 31050 -10 996270
 9454.715   49650 109630 31090 -10 995830
 9455.0235  49600 109530 31060 -10 995600
 9455.3321  49630 109630 31110 -20 995420
 9455.6408  49640 109680 31130 -10 995550
 9455.9494  49670 109760 31160 -10 995870
 9456.2581  49570 109560 31110 -20 995940
 9456.5668  49580 109580 31140 -10 995850
 9456.8755  49530 109500 31130 -10 995590
 9457.1842  49500 109460 31120 -10 995230
 9457.4929  49300 109060 31020 -10 994840
 9457.7824  49540 109580 31170 -20 994790
 9458.0719  49540 109590 31190 -10 994880
 9458.3807  49320 109140 31070 -10 995100
 9458.6895  49390 109310 31140 -10 995220
 9458.9984  49300 109140 31090 -20 995160
 9459.3072  49350 109250 31140 -10 994940
 9459.6161  49220 108990 31060 -10 994860
 9459.925   49210 109000 31080 -10 994940
 9460.2147  49160 108900 31060 -10 995180
 9460.5043  49350 109330 31190 -10 995480
 9460.8133  49330 109310 31190 -20 995950
 9461.1223  49270 109180 31160 -10 996280
 9461.4313  49230 109140 31160 -10 996550
 9461.7403  49190 109060 31140 -10 996740
 9462.0494  49140 108970 31120 -10 996900
 9462.3584  49130 108960 31120 -10 997050
 9462.6675  49110 108950 31130 -20 997090
 9462.9766  49010 108740 31070 -10 996870
 9463.2858  49090 108930 31140 -10 996750
 9463.5949  49030 108840 31110 -10 996600
 9463.9041  48960 108660 31060 -10 996630
 9464.194   48820 108400 31010 -10 996680
 9464.4839  48950 108710 31090 -10 996710
 9464.7931  48920 108640 31090 -10 996890
 9465.1023  48930 108690 31090 -20 997140
 9465.4116  48910 108670 31100 -10 997160
 9465.7209  48960 108780 31140 -20 997200
 9466.0302  48840 108550 31090 -10 997180
 9466.3396  48780 108440 31050 -10 996940
 9466.6296  48730 108350 31040 -10 996840
 9466.939   48760 108440 31070 -20 997040
 9467.2484  48750 108420 31080 -10 996980
 9467.5385  48670 108270 31040 -10 996930
 9467.8479  48660 108280 31050 -10 997100
 9468.1574  48680 108320 31060 -20 997370
 9468.4668  48690 108380 31090 -10 997410
 9468.7763  48670 108340 31090 -10 997280
 9469.0859  48570 108130 31040 -10 997280
 9469.3761  48550 108110 31040 -20 997210
 9469.6856  48520 108090 31040 -10 996870
 9469.9952  48530 108100 31050 -10 996650
 9470.2855  48480 108020 31040 -10 996630
 9470.5951  48420 107900 31010 -20 996540
 9470.9047  48400 107880 31020 -10 996160
 9471.2144  48470 108050 31060 -10 995860
 9471.5241  48450 108020 31060 -10 995440
 9471.8338  48340 107810 31020 -10 995190
 9472.1435  48360 107850 31030 -20 995040
 9472.4339  48260 107690 30990 -10 995000
 9472.7437  48140 107400 30930 -10 995030
 9473.0728  48150 107460 30940 -20 995120
 9473.3632  48210 107610 30990 -10 995110
 9473.6537  48150 107490 30970 -10 994920
 9473.9636  48230 107700 31040 -10 994820
 9474.2734  48180 107580 31010 -10 994830
 9474.5833  48170 107590 31020 -10 994750
 9474.8932  48160 107610 31030 -20 994610
 9475.2032  48030 107310 30960 -10 994440
 9475.4937  48050 107370 30980 -10 994440
 9475.8037  48030 107360 30980 -20 994490
 9476.1137  47960 107230 30940 0 994750
 9476.4043  47880 107070 30910 -20 995150
 9476.7337  47950 107250 30960 -10 995280
 9477.0438  47890 107120 30930 -10 995510
 9477.3345  47760 106840 30850 -10 995440
 9477.6446  47820 107020 30920 -10 995320
 9477.9547  47740 106840 30870 -20 995330
 9478.2648  47620 106590 30800 -10 995330
 9478.575   47700 106810 30860 -10 995560
 9478.8658  47700 106800 30860 -20 995850
 9479.176   47650 106740 30860 -10 996040
 9479.4862  47730 106910 30910 -10 996230
 9479.7964  47630 106720 30850 -20 996440
 9480.1261  47660 106810 30890 -10 996550
 9480.417   47480 106410 30780 -10 996540
 9480.7079  47560 106630 30830 -20 996490
 9481.0182  47530 106560 30820 -10 996520
 9481.3285  47550 106640 30850 -10 996560
 9481.6389  47470 106480 30800 -10 996570
 9481.9299  47410 106350 30770 -10 996440
 9482.2403  47360 106270 30750 -10 996340
 9482.5507  47380 106340 30770 -10 996360
 9482.8418  47360 106310 30770 -10 996230
 9483.1522  47290 106160 30730 -10 996080
 9483.4627  47280 106160 30730 -20 995870
 9483.7732  47280 106180 30740 0 995660
 9484.0837  47260 106170 30730 -20 995400
